Heures_Etudiees,Presence,Implication_Parentale,Acces_aux_Ressources,Activites_Extrascolaires,Heures_Sommeil,Scores_Precedents,Niveau_Motivation,Acces_Internet,Sessions_Tutorat,Revenu_Famille,Qualite_Enseignant,Type_Ecole,Influence_Entourage,Activite_Physique,Troubles_Apprentissage,Niveau_Education_Parents,Distance_Maison,Genre,Score_Examen
24,82,Bas,Moyen,Non,7,56,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Master,Moderee,Homme,67
17,85,Bas,Moyen,Oui,7,84,Moyen,Oui,3,Moyen,Moyen,Publique,Positif,2,Non,Licence,Loin,Femme,67
31,76,Moyen,Haut,Oui,7,70,Bas,Oui,3,Bas,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,70
24,62,Moyen,Bas,Oui,7,50,Moyen,Oui,1,Haut,Haut,Privee,Negative,2,Non,Master,Proche,Homme,64
13,89,Bas,Haut,Oui,6,98,Moyen,Oui,0,Moyen,Moyen,Privee,Negative,4,Non,Lycee,Proche,Homme,67
11,79,Moyen,Moyen,Oui,8,98,Moyen,Oui,2,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Femme,65
20,87,Moyen,Moyen,Non,10,56,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,2,Non,Licence,Moderee,Femme,67
21,76,Bas,Bas,Oui,4,99,Haut,Oui,0,Bas,Bas,Publique,Positif,3,Non,Licence,Loin,Homme,65
11,85,Moyen,Bas,Non,10,80,Bas,Non,0,Bas,Haut,Publique,Positif,3,Non,Licence,Proche,Femme,63
14,91,Moyen,Haut,Oui,8,70,Moyen,Oui,2,Bas,Moyen,Privee,Neutre,0,Non,Master,Moderee,Homme,68
25,75,Haut,Haut,Oui,7,66,Bas,Oui,0,Bas,Haut,Publique,Negative,4,Non,Lycee,Proche,Homme,68
19,99,Moyen,Haut,Non,6,84,Moyen,Oui,1,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,72
22,95,Moyen,Haut,Non,9,88,Bas,Oui,0,Bas,Haut,Publique,Positif,2,Non,Master,Proche,Homme,72
18,80,Moyen,Moyen,Non,8,55,Bas,Oui,2,Bas,Bas,Publique,Neutre,3,Non,Lycee,Moderee,Homme,63
27,79,Moyen,Bas,Non,6,65,Bas,Oui,0,Moyen,Moyen,Privee,Negative,2,Non,Licence,Proche,Homme,66
28,98,Haut,Moyen,Oui,7,86,Moyen,Oui,2,Moyen,Haut,Privee,Neutre,2,Non,Lycee,Proche,Femme,75
15,61,Moyen,Haut,Oui,6,54,Moyen,Oui,0,Haut,Haut,Privee,Neutre,2,Non,Master,Proche,Homme,63
13,87,Bas,Moyen,Oui,6,98,Bas,Oui,0,Haut,Haut,Publique,Positif,3,Oui,Master,Moderee,Homme,66
24,76,Moyen,Moyen,Non,9,92,Moyen,Oui,1,Moyen,Bas,Publique,Neutre,3,Non,Master,Proche,Femme,68
19,69,Moyen,Bas,Non,7,72,Moyen,Oui,1,Bas,Bas,Publique,Positif,2,Non,Lycee,Loin,Femme,61
11,96,Moyen,Haut,Non,5,66,Haut,Oui,2,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Homme,68
18,77,Moyen,Moyen,Oui,7,62,Bas,Oui,2,Haut,Moyen,Privee,Neutre,4,Non,Licence,Proche,Homme,66
21,83,Moyen,Bas,Oui,8,92,Bas,Oui,2,Moyen,Moyen,Privee,Negative,4,Oui,Lycee,Proche,Homme,66
21,98,Moyen,Moyen,Oui,9,59,Haut,Non,3,Moyen,Moyen,Publique,Neutre,3,Oui,Licence,Proche,Femme,70
25,74,Bas,Haut,Oui,8,94,Haut,Oui,0,Bas,Moyen,Publique,Positif,4,Non,Lycee,Moderee,Femme,68
15,98,Moyen,Moyen,Non,6,70,Bas,Oui,1,Moyen,Haut,Privee,Positif,3,Non,Lycee,Moderee,Homme,68
24,95,Moyen,Bas,Non,4,63,Bas,Oui,3,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Femme,70
12,90,Moyen,Haut,Oui,9,77,Moyen,Oui,3,Moyen,Moyen,Publique,Positif,3,Non,Master,Proche,Homme,70
15,73,Moyen,Haut,Non,7,63,Moyen,Oui,2,Moyen,Moyen,Publique,Neutre,5,Non,Master,Moderee,Homme,65
9,70,Haut,Moyen,Non,8,82,Bas,Non,2,Haut,Haut,Publique,Negative,2,Non,Lycee,Proche,Femme,62
19,84,Moyen,Moyen,Oui,9,69,Moyen,Oui,2,Moyen,Bas,Publique,Neutre,4,Non,Licence,Proche,Femme,68
27,91,Bas,Haut,Oui,8,70,Bas,Oui,1,Moyen,Bas,Publique,Neutre,6,Non,Lycee,Moderee,Femme,70
20,89,Bas,Bas,Oui,6,74,Bas,Oui,1,Moyen,Bas,Privee,Positif,3,Non,Master,Loin,Homme,66
11,69,Haut,Moyen,Oui,9,100,Bas,Oui,1,Bas,Moyen,Publique,Neutre,5,Non,Lycee,Proche,Homme,64
22,81,Haut,Moyen,Oui,9,71,Moyen,Oui,2,Haut,Bas,Publique,Negative,4,Non,Lycee,Proche,Homme,69
14,74,Moyen,Moyen,Non,7,76,Haut,Oui,1,Bas,Haut,Publique,Neutre,2,Non,Lycee,Loin,Femme,63
15,72,Moyen,Bas,Oui,9,80,Moyen,Oui,4,Moyen,Haut,Privee,Neutre,4,Non,Licence,Moderee,Femme,65
25,88,Haut,Haut,Oui,9,58,Bas,Oui,0,Bas,Moyen,Publique,Negative,4,Non,Master,Proche,Homme,70
24,76,Bas,Haut,Non,8,83,Moyen,Oui,1,Haut,Moyen,Privee,Positif,4,Non,Lycee,Proche,Femme,69
33,86,Bas,Moyen,Oui,7,80,Moyen,Oui,0,Bas,Haut,Publique,Neutre,3,Non,Master,Proche,Femme,72
13,88,Haut,Moyen,Oui,7,53,Moyen,Oui,2,Moyen,Moyen,Privee,Negative,4,Non,Licence,Moderee,Homme,66
21,94,Haut,Haut,Non,5,94,Moyen,Oui,2,Bas,Haut,Privee,Neutre,2,Non,Licence,Proche,Homme,73
11,94,Bas,Bas,Oui,8,94,Moyen,Oui,2,Bas,Moyen,Publique,Positif,2,Non,Licence,Proche,Homme,67
26,66,Haut,Haut,Oui,5,82,Moyen,Oui,1,Bas,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,68
11,70,Moyen,Moyen,Non,6,98,Moyen,Oui,3,Haut,Moyen,Privee,Neutre,4,Non,Master,Proche,Femme,66
20,68,Bas,Moyen,Oui,6,80,Bas,Oui,4,Bas,Moyen,Privee,Neutre,4,Non,Licence,Proche,Femme,65
15,79,Haut,Moyen,Oui,6,88,Moyen,Oui,3,Haut,Moyen,Publique,Neutre,3,Non,Master,Moderee,Homme,69
21,76,Bas,Moyen,Oui,7,80,Haut,Oui,3,Bas,Moyen,Publique,Negative,2,Oui,Licence,Proche,Homme,65
15,80,Moyen,Haut,Oui,4,64,Moyen,Oui,1,Moyen,Moyen,Publique,Neutre,1,Non,Lycee,Proche,Homme,65
12,72,Bas,Moyen,Oui,8,84,Moyen,Oui,1,Bas,Moyen,Publique,Positif,5,Non,Lycee,Proche,Femme,63
13,78,Moyen,Haut,Oui,9,96,Haut,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,67
19,89,Haut,Moyen,Oui,7,52,Moyen,Oui,2,Moyen,Moyen,Publique,Negative,4,Non,Lycee,Moderee,Homme,68
19,96,Moyen,Bas,Oui,5,95,Bas,Non,2,Moyen,Bas,Privee,Neutre,3,Non,Lycee,Moderee,Femme,68
24,92,Bas,Haut,Oui,6,71,Bas,Oui,2,Bas,Haut,Publique,Positif,2,Non,Lycee,Proche,Homme,71
23,81,Moyen,Moyen,Non,7,85,Bas,Oui,0,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,68
23,69,Moyen,Moyen,Oui,6,59,Moyen,Oui,3,Haut,Moyen,Publique,Neutre,3,Non,Master,Moderee,Homme,67
19,98,Bas,Haut,Oui,7,68,Moyen,Oui,1,Bas,Moyen,Privee,Neutre,4,Non,Lycee,Moderee,Femme,69
10,73,Bas,Haut,Oui,8,72,Bas,Oui,1,Bas,Haut,Publique,Positif,2,Non,Licence,Moderee,Femme,62
21,88,Moyen,Moyen,Oui,6,63,Bas,Oui,1,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Femme,68
16,75,Moyen,Haut,Oui,7,91,Bas,Oui,2,Bas,Bas,Publique,Positif,5,Non,Lycee,Loin,Homme,65
23,91,Haut,Bas,Oui,7,97,Bas,Oui,2,Bas,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Homme,71
29,78,Bas,Moyen,Oui,7,96,Haut,Oui,5,Bas,Moyen,Publique,Positif,4,Non,Licence,Moderee,Homme,72
9,71,Bas,Haut,Oui,7,89,Moyen,Oui,0,Bas,Moyen,Publique,Negative,2,Non,Lycee,Proche,Homme,61
20,87,Haut,Moyen,Oui,8,58,Bas,Oui,2,Bas,Moyen,Publique,Negative,2,Oui,Master,Proche,Homme,67
13,67,Moyen,Haut,Oui,6,88,Moyen,Oui,0,Bas,Moyen,Publique,Neutre,3,Non,Licence,Moderee,Femme,63
26,98,Bas,Haut,Oui,6,68,Moyen,Oui,1,Bas,Moyen,Privee,Neutre,1,Non,Master,Moderee,Homme,71
17,92,Moyen,Moyen,Oui,8,79,Moyen,Oui,1,Bas,Moyen,Publique,Positif,3,Non,Master,Proche,Homme,70
17,72,Bas,Moyen,Non,7,94,Bas,Oui,4,Moyen,Moyen,Publique,Positif,2,Non,Lycee,Loin,Femme,64
21,87,Moyen,Moyen,Oui,8,84,Haut,Oui,1,Bas,Bas,Privee,Positif,2,Non,Licence,Proche,Homme,69
9,70,Haut,Moyen,Oui,8,70,Bas,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Proche,Homme,63
14,85,Moyen,Bas,Oui,5,53,Moyen,Oui,4,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
19,70,Moyen,Moyen,Non,5,89,Moyen,Oui,1,Bas,Haut,Privee,Neutre,2,Non,Lycee,Proche,Homme,64
22,65,Bas,Moyen,Non,6,63,Moyen,Non,2,Moyen,Moyen,Publique,Neutre,3,Non,Lycee,Loin,Homme,61
15,93,Moyen,Moyen,Non,8,61,Haut,Oui,1,Moyen,Moyen,Publique,Neutre,4,Non,Lycee,Proche,Femme,67
24,67,Bas,Haut,Non,8,84,Haut,Oui,0,Bas,Moyen,Publique,Neutre,1,Non,Licence,Proche,Femme,65
28,81,Moyen,Moyen,Oui,10,55,Moyen,Oui,2,Moyen,Bas,Privee,Neutre,3,Non,Lycee,Proche,Homme,68
27,82,Haut,Bas,Oui,6,88,Moyen,Oui,2,Haut,Haut,Privee,Neutre,3,Non,Lycee,Proche,Homme,71
18,68,Haut,Haut,Oui,7,87,Haut,Oui,3,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,69
24,68,Bas,Moyen,Oui,8,80,Moyen,Non,1,Bas,Bas,Publique,Positif,4,Non,Master,Moderee,Homme,64
16,93,Bas,Haut,Oui,5,65,Bas,Oui,0,Moyen,Moyen,Publique,Negative,3,Non,Lycee,Proche,Femme,66
20,99,Moyen,Bas,Oui,5,97,Bas,Oui,4,Haut,Moyen,Publique,Neutre,3,Non,Licence,Proche,Femme,73
23,72,Moyen,Haut,Oui,10,99,Moyen,Oui,2,Moyen,Haut,Privee,Neutre,4,Non,Master,Proche,Femme,71
21,62,Haut,Moyen,Non,6,86,Moyen,Oui,2,Moyen,Haut,Privee,Positif,4,Non,Lycee,Proche,Femme,67
10,95,Moyen,Haut,Oui,5,93,Haut,Oui,0,Bas,Haut,Publique,Positif,3,Non,Lycee,Moderee,Homme,69
9,77,Moyen,Moyen,Non,5,57,Moyen,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Homme,63
12,88,Bas,Moyen,Non,6,72,Bas,Oui,2,Moyen,Moyen,Publique,Positif,2,Non,Licence,Loin,Homme,64
23,79,Moyen,Haut,Oui,6,97,Moyen,Oui,1,Haut,Bas,Publique,Neutre,4,Non,Lycee,Moderee,Homme,69
17,97,Moyen,Haut,Non,9,96,Haut,Oui,0,Haut,Moyen,Publique,Negative,1,Non,Master,Proche,Homme,71
14,62,Haut,Haut,Oui,8,65,Bas,Oui,3,Bas,Moyen,Publique,Negative,2,Non,Lycee,Loin,Homme,61
18,73,Bas,Moyen,Oui,8,88,Bas,Oui,3,Bas,Moyen,Publique,Positif,4,Non,Licence,Moderee,Homme,65
17,81,Bas,Moyen,Oui,9,77,Moyen,Oui,3,Bas,Moyen,Publique,Neutre,4,Non,Licence,Loin,Homme,66
22,64,Moyen,Moyen,Non,6,73,Haut,Oui,3,Moyen,Moyen,Publique,Positif,4,Non,Master,Moderee,Femme,67
15,92,Moyen,Haut,Oui,5,84,Moyen,Oui,0,Haut,Bas,Publique,Positif,5,Non,Lycee,Moderee,Femme,69
16,77,Bas,Haut,Oui,6,76,Bas,Oui,1,Bas,Moyen,Publique,Neutre,1,Non,Master,Moderee,Femme,64
23,91,Moyen,Bas,Oui,10,98,Haut,Oui,0,Bas,Haut,Privee,Negative,3,Non,Lycee,Proche,Femme,70
21,79,Bas,Haut,Oui,7,82,Moyen,Oui,1,Haut,Moyen,Publique,Negative,3,Non,Lycee,Proche,Femme,67
23,99,Moyen,Moyen,Oui,7,80,Bas,Oui,3,Bas,Bas,Privee,Neutre,2,Non,Lycee,Proche,Homme,71
20,78,Bas,Moyen,Oui,5,92,Bas,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Lycee,Loin,Homme,65
20,75,Haut,Moyen,Oui,7,67,Bas,Oui,1,Bas,Moyen,Privee,Positif,4,Non,Lycee,Proche,Femme,66
21,89,Haut,Haut,Oui,7,76,Moyen,Oui,1,Moyen,Moyen,Publique,Positif,2,Non,Lycee,Proche,Homme,71
15,98,Moyen,Haut,Non,8,61,Moyen,Oui,4,Bas,Moyen,Publique,Positif,2,Non,Lycee,Moderee,Femme,70
25,65,Bas,Moyen,Non,6,64,Moyen,Oui,1,Moyen,Moyen,Privee,Negative,4,Non,Licence,Proche,Homme,64
14,71,Haut,Bas,Oui,6,61,Bas,Oui,0,Bas,Moyen,Publique,Positif,3,Non,Master,Proche,Femme,63
21,94,Moyen,Haut,Non,5,73,Bas,Oui,0,Moyen,Haut,Publique,Neutre,3,Non,Master,Loin,Femme,70
31,94,Bas,Moyen,Non,5,92,Bas,Oui,1,Haut,Bas,Privee,Neutre,4,Non,Lycee,Proche,Homme,72
26,95,Moyen,Bas,Oui,8,61,Moyen,Oui,2,Moyen,Moyen,Privee,Neutre,2,Non,Master,Proche,Femme,71
14,86,Bas,Bas,Oui,8,90,Bas,Oui,0,Bas,Moyen,Privee,Neutre,1,Non,Lycee,Proche,Homme,63
28,72,Bas,Bas,Non,8,85,Haut,Oui,4,Bas,Moyen,Privee,Negative,2,Non,Lycee,Proche,Femme,66
20,78,Moyen,Haut,Oui,8,64,Moyen,Oui,2,Haut,Moyen,Privee,Positif,2,Non,Lycee,Moderee,Femme,68
22,67,Moyen,Haut,Non,7,70,Haut,Oui,2,Bas,Moyen,Privee,Positif,2,Non,Lycee,Proche,Homme,66
27,87,Moyen,Moyen,Oui,8,56,Moyen,Oui,3,Moyen,Haut,Publique,Neutre,3,Non,Master,Proche,Homme,72
23,76,Moyen,Haut,Oui,6,52,Bas,Oui,3,Moyen,Moyen,Publique,Neutre,4,Non,Licence,Moderee,Homme,67
19,96,Moyen,Moyen,Oui,8,97,Moyen,Oui,3,Moyen,Moyen,Publique,Negative,2,Non,Lycee,Proche,Homme,71
20,95,Haut,Bas,Oui,7,62,Bas,Oui,1,Bas,Bas,Privee,Positif,3,Non,Licence,Proche,Homme,69
24,93,Moyen,Moyen,Oui,7,76,Haut,Oui,2,Bas,Moyen,Publique,Neutre,1,Oui,Lycee,Proche,Homme,70
33,62,Moyen,Moyen,Non,7,74,Bas,Oui,2,Moyen,Moyen,Publique,Neutre,2,Non,Licence,Moderee,Homme,66
19,92,Bas,Moyen,Oui,7,70,Bas,Oui,2,Haut,Moyen,Privee,Positif,2,Non,Licence,Proche,Homme,69
15,67,Bas,Moyen,Oui,5,59,Bas,Oui,0,Bas,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,59
18,98,Moyen,Bas,Non,9,51,Moyen,Oui,1,Haut,Moyen,Publique,Neutre,4,Non,Licence,Proche,Homme,68
20,97,Bas,Moyen,Oui,9,83,Haut,Oui,3,Moyen,Haut,Publique,Positif,3,Non,Master,Proche,Femme,73
27,97,Bas,Haut,Oui,8,81,Moyen,Oui,0,Haut,Moyen,Publique,Positif,5,Non,Lycee,Proche,Femme,73
12,63,Moyen,Haut,Oui,5,69,Bas,Oui,0,Moyen,Haut,Publique,Negative,2,Non,Licence,Moderee,Femme,60
16,64,Bas,Moyen,Oui,9,58,Bas,Oui,1,Moyen,Moyen,Publique,Positif,3,Non,Licence,Moderee,Femme,61
30,88,Haut,Moyen,Oui,9,96,Moyen,Oui,1,Moyen,Haut,Privee,Neutre,3,Oui,Lycee,Proche,Homme,73
9,70,Moyen,Moyen,Non,9,78,Bas,Oui,1,Moyen,Bas,Publique,Neutre,2,Non,Lycee,Proche,Femme,60
21,74,Moyen,Haut,Non,6,66,Bas,Oui,1,Moyen,Haut,Privee,Negative,4,Non,Lycee,Proche,Homme,66
24,86,Moyen,Haut,Non,6,68,Bas,Oui,3,Bas,Haut,Publique,Positif,3,Oui,Licence,Moderee,Femme,70
24,81,Bas,Moyen,Oui,6,61,Bas,Oui,3,Moyen,Moyen,Publique,Positif,3,Non,Master,Proche,Homme,69
27,75,Moyen,Bas,Oui,10,57,Moyen,Oui,3,Haut,Bas,Publique,Negative,3,Non,Lycee,Proche,Homme,66
13,77,Moyen,Haut,Oui,7,63,Bas,Oui,0,Haut,Bas,Publique,Positif,1,Non,Lycee,Moderee,Homme,63
24,99,Haut,Moyen,Oui,7,69,Moyen,Oui,0,Moyen,Moyen,Privee,Positif,3,Non,Lycee,Proche,Homme,73
23,73,Moyen,Moyen,Non,6,63,Moyen,Oui,1,Haut,Moyen,Publique,Positif,3,Non,Lycee,Proche,Homme,67
27,88,Bas,Moyen,Oui,6,55,Bas,Non,2,Bas,Moyen,Publique,Positif,5,Non,Lycee,Loin,Homme,67
19,65,Moyen,Moyen,Non,9,57,Bas,Oui,1,Moyen,Moyen,Publique,Positif,2,Oui,Lycee,Proche,Femme,61
8,100,Haut,Haut,Oui,6,71,Moyen,Oui,0,Bas,Haut,Publique,Positif,2,Non,Master,Proche,Femme,70
24,96,Moyen,Haut,Oui,5,69,Moyen,Oui,1,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,72
22,73,Moyen,Bas,Non,8,77,Moyen,Oui,1,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Loin,Homme,64
4,84,Moyen,Moyen,Oui,6,70,Moyen,Oui,5,Moyen,Haut,Privee,Neutre,4,Non,Lycee,Proche,Homme,65
37,73,Moyen,Haut,Oui,6,71,Moyen,Oui,0,Haut,Haut,Publique,Positif,5,Non,Lycee,Moderee,Homme,72
20,75,Bas,Moyen,Non,7,76,Moyen,Oui,3,Haut,Haut,Privee,Negative,3,Non,Licence,Proche,Femme,66
25,81,Moyen,Moyen,Non,4,60,Moyen,Oui,2,Moyen,Moyen,Privee,Neutre,3,Non,Lycee,Proche,Homme,68
23,91,Haut,Moyen,Non,5,53,Bas,Oui,3,Moyen,Haut,Privee,Negative,3,Non,Lycee,Proche,Homme,70
23,89,Haut,Haut,Oui,7,58,Moyen,Oui,2,Moyen,Haut,Privee,Positif,3,Non,Master,Moderee,Homme,73
19,77,Haut,Moyen,Oui,5,86,Haut,Oui,0,Moyen,Bas,Publique,Negative,4,Oui,Lycee,Proche,Homme,66
25,92,Moyen,Moyen,Oui,4,74,Moyen,Oui,3,Bas,Haut,Publique,Positif,2,Oui,Lycee,Moderee,Femme,71
30,94,Bas,Moyen,Oui,6,88,Bas,Oui,2,Bas,Moyen,Privee,Neutre,3,Oui,Licence,Proche,Femme,72
17,88,Haut,Haut,Oui,7,94,Moyen,Non,2,Moyen,Haut,Publique,Positif,3,Non,Lycee,Proche,Homme,71
23,95,Bas,Moyen,Oui,7,80,Haut,Oui,2,Bas,Moyen,Publique,Neutre,4,Non,Lycee,Moderee,Femme,70
25,66,Bas,Moyen,Oui,8,65,Moyen,Oui,0,Moyen,Moyen,Publique,Positif,3,Oui,Lycee,Proche,Homme,63
26,87,Moyen,Moyen,Oui,7,81,Moyen,Oui,1,Haut,Moyen,Publique,Negative,2,Non,Lycee,Proche,Homme,70
24,77,Moyen,Bas,Oui,6,65,Haut,Oui,2,Moyen,Haut,Privee,Positif,3,Non,Lycee,Proche,Homme,68
17,65,Bas,Haut,Oui,5,75,Moyen,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Lycee,Proche,Femme,63
21,77,Bas,Moyen,Oui,7,90,Moyen,Oui,4,Moyen,Moyen,Privee,Neutre,3,Non,Master,Moderee,Homme,68
31,84,Moyen,Moyen,Oui,9,87,Moyen,Oui,2,Bas,Moyen,Privee,Neutre,3,Non,Licence,Loin,Homme,71
19,70,Moyen,Bas,Non,7,54,Haut,Oui,0,Moyen,Moyen,Publique,Positif,2,Oui,Lycee,Moderee,Homme,89
20,69,Moyen,Haut,Non,6,63,Bas,Oui,0,Bas,Moyen,Publique,Negative,3,Non,Master,Proche,Homme,64
14,83,Moyen,Moyen,Oui,7,90,Moyen,Oui,0,Bas,Bas,Publique,Negative,3,Non,Licence,Proche,Femme,65
16,65,Bas,Haut,Non,9,96,Bas,Oui,2,Bas,Moyen,Publique,Negative,2,Non,Lycee,Proche,Homme,62
13,64,Moyen,Bas,Oui,6,77,Moyen,Oui,0,Bas,Haut,Publique,Neutre,4,Non,Lycee,Proche,Homme,60
23,76,Moyen,Moyen,Non,8,84,Haut,Oui,2,Haut,Moyen,Publique,Positif,4,Non,Licence,Proche,Femme,70
30,84,Haut,Moyen,Non,8,51,Bas,Oui,1,Bas,Moyen,Publique,Positif,4,Oui,Master,Loin,Homme,69
13,67,Moyen,Moyen,Oui,6,80,Haut,Oui,1,Bas,Haut,Publique,Negative,2,Non,Lycee,Moderee,Homme,62
22,72,Bas,Moyen,Non,6,70,Bas,Oui,1,Haut,Moyen,Publique,Neutre,3,Non,Master,Loin,Homme,64
29,86,Moyen,Haut,Non,10,84,Bas,Oui,1,Bas,Haut,Privee,Positif,4,Non,Lycee,Proche,Femme,72
19,75,Moyen,Moyen,Non,7,65,Bas,Oui,0,Bas,Bas,Privee,Neutre,4,Non,Lycee,Proche,Femme,63
17,86,Moyen,Moyen,Oui,5,51,Moyen,Oui,2,Bas,Moyen,Privee,Neutre,2,Non,Master,Moderee,Homme,66
11,85,Moyen,Moyen,Oui,8,92,Bas,Oui,2,Moyen,Moyen,Publique,Negative,4,Non,Lycee,Loin,Femme,65
24,68,Bas,Bas,Non,6,67,Haut,Non,0,Bas,Haut,Privee,Positif,3,Oui,Lycee,Loin,Femme,60
19,90,Haut,Bas,Non,7,81,Moyen,Oui,4,Haut,Haut,Publique,Neutre,4,Oui,Licence,Proche,Femme,71
12,84,Haut,Haut,Oui,6,71,Moyen,Non,2,Moyen,Moyen,Publique,Positif,3,Non,Licence,Moderee,Homme,67
25,93,Moyen,Haut,Non,8,56,Haut,Oui,0,Bas,Bas,Privee,Neutre,3,Non,Lycee,Proche,Homme,69
18,96,Moyen,Haut,Non,7,67,Moyen,Oui,1,Haut,Moyen,Publique,Positif,2,Non,Lycee,Proche,Femme,71
23,72,Bas,Moyen,Oui,7,84,Haut,Oui,0,Moyen,Moyen,Publique,Positif,4,Non,Lycee,Proche,Homme,66
24,76,Haut,Bas,Non,7,73,Moyen,Oui,4,Moyen,Moyen,Publique,Neutre,2,Non,Lycee,Proche,Femme,68
39,75,Moyen,Haut,Oui,6,82,Haut,Oui,1,Haut,Bas,Publique,Negative,3,Non,Licence,Proche,Homme,73
20,71,Moyen,Moyen,Oui,5,75,Bas,Oui,0,Moyen,Moyen,Privee,Positif,4,Non,Lycee,Proche,Homme,65
19,64,Moyen,Haut,Oui,4,71,Moyen,Oui,1,Haut,Moyen,Publique,Neutre,3,Non,Lycee,Proche,Homme,65
18,76,Moyen,Bas,Non,5,95,Haut,Oui,2,Haut,Haut,Publique,Positif,6,Non,Master,Proche,Femme,69
16,61,Moyen,Haut,Oui,10,78,Moyen,Oui,2,Bas,Haut,Publique,Positif,2,Non,Licence,Moderee,Femme,64
18,66,Haut,Moyen,Oui,6,68,Bas,Non,1,Moyen,Haut,Publique,Positif,3,Oui,Lycee,Loin,Homme,61
14,86,Haut,Haut,Oui,6,62,Moyen,Oui,1,Moyen,Moyen,Privee,Positif,2,Non,Lycee,Proche,Homme,68
11,74,Moyen,Haut,Oui,7,98,Bas,Oui,1,Bas,Moyen,Publique,Positif,2,Non,Lycee,Proche,Homme,65
20,68,Moyen,Haut,Oui,6,95,Moyen,Oui,0,Bas,Moyen,Publique,Positif,4,Non,Lycee,Proche,Femme,66
27,72,Moyen,Moyen,Non,6,63,Moyen,Oui,1,Haut,Moyen,Privee,Negative,5,Non,Licence,Moderee,Femme,67
26,70,Haut,Haut,Oui,5,58,Moyen,Oui,1,Bas,Bas,Privee,Positif,3,Non,Master,Moderee,Homme,68
9,96,Moyen,Haut,Oui,9,63,Moyen,Oui,1,Haut,Moyen,Privee,Neutre,1,Non,Lycee,Proche,Homme,67
19,66,Moyen,Moyen,Non,8,83,Moyen,Oui,2,Moyen,Haut,Publique,Neutre,3,Non,Lycee,Proche,Femme,65
12,72,Bas,Moyen,Oui,6,60,Haut,Oui,0,Bas,Moyen,Publique,Neutre,4,Non,Master,Proche,Homme,62
16,80,Moyen,Moyen,Non,9,73,Moyen,Oui,2,Moyen,Moyen,Privee,Negative,4,Non,Licence,Proche,Homme,66
26,61,Moyen,Bas,Oui,6,70,Moyen,Oui,2,Bas,Moyen,Publique,Positif,3,Non,Lycee,Moderee,Femme,64
30,80,Bas,Haut,Non,6,67,Moyen,Oui,3,Moyen,Moyen,Publique,Negative,4,Non,Licence,Moderee,Femme,69
24,60,Bas,Moyen,Non,6,62,Haut,Oui,4,Bas,Haut,Publique,Negative,3,Non,Lycee,Proche,Femme,63
27,95,Haut,Moyen,Non,7,52,Haut,Oui,3,Moyen,Haut,Privee,Negative,3,Non,Licence,Moderee,Femme,73
27,67,Bas,Moyen,Oui,6,90,Moyen,Oui,2,Haut,Haut,Privee,Neutre,3,Non,Lycee,Moderee,Homme,67
26,80,Moyen,Moyen,Oui,7,94,Moyen,Oui,1,Bas,Moyen,Privee,Positif,2,Non,Master,Moderee,Homme,70
22,74,Moyen,Haut,Oui,10,51,Moyen,Non,1,Moyen,Moyen,Privee,Negative,4,Non,Lycee,Proche,Homme,65
16,67,Moyen,Haut,Non,8,90,Haut,Oui,1,Haut,Bas,Publique,Neutre,4,Non,Lycee,Proche,Homme,65
21,66,Moyen,Moyen,Non,9,62,Bas,Non,3,Moyen,Moyen,Privee,Positif,2,Non,Lycee,Proche,Homme,63
31,67,Bas,Haut,Oui,5,76,Moyen,Oui,2,Moyen,Haut,Publique,Positif,4,Non,Licence,Proche,Homme,70
25,63,Bas,Moyen,Oui,9,54,Moyen,Oui,3,Moyen,Bas,Publique,Positif,2,Non,Lycee,Proche,Homme,64
17,78,Moyen,Moyen,Oui,9,65,Bas,Oui,1,Moyen,Haut,Publique,Neutre,4,Non,Lycee,Moderee,Femme,65
20,94,Moyen,Haut,Oui,10,81,Bas,Oui,1,Moyen,Haut,Publique,Neutre,5,Oui,Lycee,Loin,Femme,69
